"PointID","x","y","Pressure","Velocity_x","Velocity_y","Temperature","Nu_Tilde","Pressure_Coefficient","Density","Laminar_Viscosity","Heat_Capacity","Thermal_Conductivity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Eddy_Viscosity","Residual_Pressure","Residual_Velocity_x","Residual_Velocity_y","Residual_Temperature","Residual_Nu_Tilde"
23, 0.000000000000000e+00, 1.214030478149652e-02, 1.785184576917960e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.987806399151062e+02, 0.000000000000000e+00, 2.770735025481856e-01, 1.242751505269893e+00, 1.840140846760522e-05, 1.001000000000000e+03, 2.558306927232338e-02, 0.000000000000000e+00, 4.323652213043750e-05, -1.230203617712007e+01, 1.509997758532800e+00, 0.000000000000000e+00, 1.692614301728751e-06, -0.000000000000000e+00, -0.000000000000000e+00, 5.097281092026500e-01, -0.000000000000000e+00
24, 0.000000000000000e+00, 1.250041835010052e-02, 1.787638753877658e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.988507922529382e+02, 0.000000000000000e+00, 2.774544084863664e-01, 1.242459781353815e+00, 1.840473428276405e-05, 1.001000000000000e+03, 2.558769307923169e-02, 0.000000000000000e+00, 4.120954468941782e-05, -1.194521594060813e+01, 1.473738296142460e+00, 0.000000000000000e+00, 1.672360508822806e-06, -0.000000000000000e+00, -0.000000000000000e+00, 5.034863640824521e-01, -0.000000000000000e+00
25, 0.000000000000000e+00, 1.282452140003443e-02, 1.789096941446759e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.989327265867512e+02, 0.000000000000000e+00, 2.776807296983951e-01, 1.242119236122662e+00, 1.840861818388132e-05, 1.001000000000000e+03, 2.559309278064612e-02, 0.000000000000000e+00, 3.935634094133993e-05, -1.140422142723087e+01, 1.439718727417546e+00, 0.000000000000000e+00, 1.655575131778091e-06, -0.000000000000000e+00, -0.000000000000000e+00, 4.982914333490416e-01, -0.000000000000000e+00
26, 0.000000000000000e+00, 1.311621349304914e-02, 1.789661552092845e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.990231259538164e+02, 0.000000000000000e+00, 2.777683613367756e-01, 1.241743724053464e+00, 1.841290274916257e-05, 1.001000000000000e+03, 2.559904951654408e-02, 0.000000000000000e+00, 3.762926010847979e-05, -1.070476503895219e+01, 1.407234293291327e+00, 0.000000000000000e+00, 1.641470146923722e-06, -0.000000000000000e+00, -0.000000000000000e+00, 4.939066645701626e-01, -0.000000000000000e+00
27, 0.000000000000000e+00, 1.337873656302691e-02, 1.791128734789589e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.991188446157220e+02, 0.000000000000000e+00, 2.779960786573939e-01, 1.241346363439662e+00, 1.841743874112112e-05, 1.001000000000000e+03, 2.560535580536422e-02, 0.000000000000000e+00, 3.597553223963060e-05, -9.878861037896497e+00, 1.375405355626499e+00, 0.000000000000000e+00, 1.628675823198993e-06, -0.000000000000000e+00, -0.000000000000000e+00, 4.899220794347576e-01, -0.000000000000000e+00
28, 0.000000000000000e+00, 1.361500658094883e-02, 1.796554278444980e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.992169695175396e+02, 0.000000000000000e+00, 2.788381621053825e-01, 1.240939277604155e+00, 1.842208802926042e-05, 1.001000000000000e+03, 2.561181960734678e-02, 0.000000000000000e+00, 3.435443305232668e-05, -8.960314531361130e+00, 1.343499930003163e+00, 0.000000000000000e+00, 1.615711391566360e-06, -0.000000000000000e+00, -0.000000000000000e+00, 4.858964071785332e-01, -0.000000000000000e+00
29, 0.000000000000000e+00, 1.382764987647533e-02, 1.808070741208070e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.993149317315923e+02, 0.000000000000000e+00, 2.806256000633354e-01, 1.240533132950977e+00, 1.842672886944580e-05, 1.001000000000000e+03, 2.561827166432673e-02, 0.000000000000000e+00, 3.274247257088256e-05, -7.981816673176357e+00, 1.311056830863275e+00, 0.000000000000000e+00, 1.602095045982765e-06, -0.000000000000000e+00, -0.000000000000000e+00, 4.816888423710278e-01, -0.000000000000000e+00
30, 0.000000000000000e+00, 1.401902921497822e-02, 1.822906187801365e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.994106424222963e+02, 0.000000000000000e+00, 2.829281682137770e-01, 1.240136579635318e+00, 1.843126233304304e-05, 1.001000000000000e+03, 2.562457443802234e-02, 0.000000000000000e+00, 3.112255688289000e-05, -6.973143367778937e+00, 1.277694884882322e+00, 0.000000000000000e+00, 1.589923531640797e-06, -0.000000000000000e+00, -0.000000000000000e+00, 4.779307020388991e-01, -0.000000000000000e+00
31, 0.000000000000000e+00, 1.419127080589533e-02, 1.828754256441947e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.995025889553235e+02, 0.000000000000000e+00, 2.838358305823291e-01, 1.239755860859646e+00, 1.843561683850404e-05, 1.001000000000000e+03, 2.563062841019799e-02, 0.000000000000000e+00, 2.945848113994403e-05, -5.959596808483329e+00, 1.242583064981882e+00, 0.000000000000000e+00, 1.585469648079584e-06, -0.000000000000000e+00, -0.000000000000000e+00, 4.765031871202504e-01, -0.000000000000000e+00
32, 0.000000000000000e+00, 1.434628758579493e-02, 1.800808925269806e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.995898203850763e+02, 0.000000000000000e+00, 2.794985139329203e-01, 1.239394881717738e+00, 1.843974743978993e-05, 1.001000000000000e+03, 2.563637109337460e-02, 0.000000000000000e+00, 2.766737288784636e-05, -4.962151191436503e+00, 1.203770470287403e+00, 0.000000000000000e+00, 1.598511348055331e-06, -0.000000000000000e+00, -0.000000000000000e+00, 4.803378512332181e-01, -0.000000000000000e+00
