"PointID","x","y","Pressure","Velocity_x","Velocity_y","Temperature","Turb_Kin_Energy","Omega","Species_0","Species_1","Pressure_Coefficient","Density","Laminar_Viscosity","Heat_Capacity","Thermal_Conductivity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Residual_Pressure","Residual_Velocity_x","Residual_Velocity_y","Residual_Temperature","Residual_TKE","Residual_Omega","Residual_Species_0","Residual_Species_1","Diffusivity_0","Diffusivity_1","Eddy_Viscosity"
574, 1.933883384554986e-02, 8.965267440801304e-03, 3.209720813070379e+00, 1.198663826782441e+00, -1.092924597262347e-02, 9.999999999999999e-01, 3.772448431630544e-03, 2.811958564233146e+01, 4.794163266900768e-01, 4.792219382876013e-01, 6.419441626140758e+00, 1.000000000000000e+00, 1.458439571647119e-05, 3.014109000000000e+05, 9.102498725140235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -9.926648107613529e-07, 1.734182245829701e-05, -1.005359126381802e-05, -2.991999940100243e-01, 1.622713469782114e-08, -2.063021637888863e-05, 5.702833073696262e-06, 5.834541164370488e-06, 1.000000000000000e-03, 1.000000000000000e-03, 1.341573264846218e-04
575, 2.212738308753082e-02, 8.965267441030619e-03, 3.181365638415572e+00, 1.208886995940290e+00, -7.186692975493136e-03, 9.999999999999999e-01, 3.752434252436651e-03, 2.871337373214194e+01, 4.849044904689496e-01, 4.845276154782071e-01, 6.362731276831145e+00, 1.000000000000000e+00, 1.458439571647119e-05, 3.014109000000000e+05, 9.102498725140235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.038364421970545e-06, 1.588769581431555e-05, -1.061921065896640e-05, -3.129743549541220e-01, 7.008237307107884e-09, 2.637354431087673e-05, -5.368462372420367e-06, -5.122263151891187e-06, 1.000000000000000e-03, 1.000000000000000e-03, 1.160016002443438e-04
576, 2.463707741903475e-02, 8.965267441237001e-03, 3.156313327802815e+00, 1.217018561980478e+00, -1.998177748174108e-03, 1.000000000000000e+00, 3.738021410105721e-03, 2.919977329604947e+01, 4.978839208935804e-01, 4.971808391678720e-01, 6.312626655605630e+00, 1.000000000000000e+00, 1.458439571647119e-05, 3.014109000000000e+05, 9.102498725140235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.077687035875826e-06, 1.431955358866805e-05, -1.057912589052233e-05, -3.248266194015909e-01, 4.536753633896765e-09, 2.625455742365373e-05, -1.519655338745485e-05, -1.475403910734959e-05, 1.000000000000000e-03, 1.000000000000000e-03, 8.497587294671619e-05
577, 2.689580232209677e-02, 8.965267441422748e-03, 3.133944275447274e+00, 1.223855509790334e+00, 4.937187612471796e-03, 1.000000000000000e+00, 3.728747030490131e-03, 2.958959714015707e+01, 5.108648325749429e-01, 5.096001342758461e-01, 6.267888550894548e+00, 1.000000000000000e+00, 1.458439571647119e-05, 3.014109000000000e+05, 9.102498725140235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.069141998715981e-06, 1.244143006734469e-05, -1.011637699174087e-05, -3.222510520608072e-01, 5.011456231159666e-09, 2.998508672766902e-06, -1.520500627553916e-05, -1.444880476436655e-05, 1.000000000000000e-03, 1.000000000000000e-03, 6.703802548001074e-05
578, 2.892865472864578e-02, 8.965267441589920e-03, 3.113271121451383e+00, 1.230134025741912e+00, 1.370660936532093e-02, 9.999999999999999e-01, 3.722805969504547e-03, 2.989924283257204e+01, 5.206648934490914e-01, 5.184687581840031e-01, 6.226542242902766e+00, 1.000000000000000e+00, 1.458439571647119e-05, 3.014109000000000e+05, 9.102498725140235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.172540109545001e-06, 1.050387824830320e-05, -9.144672611061573e-06, -3.534163697041496e-01, 5.672734455934967e-09, 2.775194524104822e-05, -1.167575458170076e-05, -1.044209073907157e-05, 1.000000000000000e-03, 1.000000000000000e-03, 5.591159877602075e-05
579, 3.075822192266695e-02, 8.965267441740372e-03, 3.093414734619098e+00, 1.236354211866683e+00, 2.424132506869574e-02, 1.000000000000000e+00, 3.718881568170798e-03, 3.011239620452914e+01, 5.276202100951559e-01, 5.239352140994298e-01, 6.186829469238195e+00, 1.000000000000000e+00, 1.458439571647119e-05, 3.014109000000000e+05, 9.102498725140235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.448690322251433e-06, 9.327625063889287e-06, -8.048991044667709e-06, -4.366510538510223e-01, 4.188196260332829e-09, 4.352958492880770e-05, -9.257239205109038e-06, -7.289597237779867e-06, 1.000000000000000e-03, 1.000000000000000e-03, 4.838302257559211e-05
580, 3.240483236512793e-02, 8.965267441875776e-03, 3.074825014978060e+00, 1.242631036023078e+00, 3.694962675349081e-02, 9.999999999999999e-01, 3.714274560854489e-03, 3.020066235743744e+01, 5.345931631554869e-01, 5.286132764350592e-01, 6.149650029956120e+00, 1.000000000000000e+00, 1.458439571647119e-05, 3.014109000000000e+05, 9.102498725140235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.368262827600901e-06, 7.469477650315189e-06, -7.773873027563865e-06, -4.124093303037450e-01, -8.181862994467385e-09, -9.949519459456785e-06, -9.318240373505913e-06, -6.255721903265417e-06, 1.000000000000000e-03, 1.000000000000000e-03, 4.133119260754065e-05
581, 3.388678174442435e-02, 8.965267441997646e-03, 3.056940749687979e+00, 1.249008925813169e+00, 5.482209207202159e-02, 9.999999999999997e-01, 3.705982993690331e-03, 3.011360216252035e+01, 5.440466083279566e-01, 5.346378152765572e-01, 6.113881499375958e+00, 1.000000000000000e+00, 1.458439571647119e-05, 3.014109000000000e+05, 9.102498725140235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -4.131892775247493e-07, 2.687898511880787e-06, -8.810764124449350e-06, -1.245397520091264e-01, -4.201433753456548e-08, -2.024837583751548e-04, -1.082050083769607e-05, -6.469063948257373e-06, 1.000000000000000e-03, 1.000000000000000e-03, 3.292470666671111e-05
582, 3.522053618888221e-02, 8.965267442107329e-03, 3.026743343186217e+00, 1.256040734284104e+00, 8.343089557181937e-02, 9.999999999999998e-01, 3.700389833556165e-03, 2.991840642426382e+01, 5.577272705833006e-01, 5.432301996756734e-01, 6.053486686372434e+00, 1.000000000000000e+00, 1.458439571647119e-05, 3.014109000000000e+05, 9.102498725140235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -4.029949730161389e-06, 1.269261149228622e-05, -1.089639408764236e-05, -1.214670775122699e+00, -3.329051861445521e-08, -1.405149555794470e-04, -9.533131313115500e-06, -4.774122857184343e-06, 1.000000000000000e-03, 1.000000000000000e-03, 2.724875067781775e-05
583, 3.642091519767295e-02, 8.965267442206042e-03, 2.991452686866641e+00, 1.263103089071075e+00, 1.168723423587817e-01, 9.999999999999998e-01, 3.725461803739474e-03, 3.007394696683533e+01, 5.784138716098025e-01, 5.561526234670587e-01, 5.982905373733282e+00, 1.000000000000000e+00, 1.458439571647119e-05, 3.014109000000000e+05, 9.102498725140235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.336563020386033e-05, 4.396421374894132e-05, -1.425421490231490e-05, -4.028546628812735e+00, 4.313397953837819e-08, 6.501832931727716e-04, -1.427145951614245e-05, -2.438929759678691e-06, 1.000000000000000e-03, 1.000000000000000e-03, 3.235338187306226e-05
584, 3.750125632443135e-02, 8.965267442294880e-03, 2.979880500001874e+00, 1.254304103141763e+00, 1.303018584213223e-01, 9.999999999999998e-01, 3.768831791145092e-03, 3.028211639884838e+01, 6.010825708121330e-01, 5.701557547890799e-01, 5.959761000003748e+00, 1.000000000000000e+00, 1.458439571647119e-05, 3.014109000000000e+05, 9.102498725140235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 4.948617911678592e-06, 4.524549756486689e-05, 2.747103762797509e-05, 1.491567378515187e+00, 2.384387747616338e-08, 1.273801508507247e-04, -2.336433031184150e-05, -8.497177631963734e-06, 1.000000000000000e-03, 1.000000000000000e-03, 6.382736137275800e-05
585, 3.847356335299537e-02, 8.965267442374841e-03, 3.000965172353187e+00, 1.248167314199909e+00, 1.298957726933029e-01, 9.999999999999997e-01, 3.793641639564956e-03, 3.026109739352476e+01, 6.162347442179875e-01, 5.759482432628711e-01, 6.001930344706374e+00, 1.000000000000000e+00, 1.458439571647119e-05, 3.014109000000000e+05, 9.102498725140235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.429723396439812e-06, 2.011597665604412e-05, 2.916032357194272e-05, 4.309342156718953e-01, 1.398039989516774e-09, -1.232130440260569e-04, -1.359520288753793e-05, -1.496653772719845e-06, 1.000000000000000e-03, 1.000000000000000e-03, 1.253636505719292e-04
586, 3.934863965359391e-02, 8.965267442446797e-03, 2.988907348312830e+00, 1.248099621344332e+00, 1.260694714334786e-01, 1.000000000000000e+00, 3.810845910454227e-03, 3.021541580148920e+01, 6.313906509987439e-01, 5.798402117812780e-01, 5.977814696625661e+00, 1.000000000000000e+00, 1.458439571647119e-05, 3.014109000000000e+05, 9.102498725140235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -2.057653236244039e-06, 2.981000884427340e-06, 2.263027010430881e-05, -6.201991138240999e-01, 1.543729659592870e-08, 1.898488274744097e-06, -1.094701177789846e-05, 2.449426798409573e-06, 1.000000000000000e-03, 1.000000000000000e-03, 1.261225705279358e-04
587, 4.013620832944752e-02, 8.965267442511563e-03, 2.984140608300012e+00, 1.247530310257680e+00, 1.220646960194350e-01, 9.999999999999997e-01, 3.830185692089312e-03, 3.020585658245459e+01, 6.465784601976505e-01, 5.816027038775908e-01, 5.968281216600023e+00, 1.000000000000000e+00, 1.458439571647119e-05, 3.014109000000000e+05, 9.102498725140235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -2.103048881346823e-06, 3.115351317654936e-06, 2.126414078942950e-05, -6.338818560708128e-01, 2.167984078959996e-08, 4.381311237704608e-06, -9.632360897925060e-06, 5.592432229180270e-06, 1.000000000000000e-03, 1.000000000000000e-03, 1.268027503750421e-04
588, 4.084502015924002e-02, 8.965267442569850e-03, 2.977024715636570e+00, 1.246900268110039e+00, 1.203326129902541e-01, 9.999999999999998e-01, 3.847726342179809e-03, 3.020835783088623e+01, 6.613454278080680e-01, 5.807541842233421e-01, 5.954049431273139e+00, 1.000000000000000e+00, 1.458439571647119e-05, 3.014109000000000e+05, 9.102498725140235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.853012247075760e-06, 3.977122606002552e-06, 2.247039507956236e-05, -5.585180891021388e-01, 2.178433918439583e-08, -3.108063008315123e-05, -9.341764649669169e-06, 7.468680917538798e-06, 1.000000000000000e-03, 1.000000000000000e-03, 1.273729066545200e-04
589, 4.148295081300005e-02, 8.965267442622311e-03, 2.969827264204017e+00, 1.245508880356514e+00, 1.193940277967839e-01, 9.999999999999994e-01, 3.863657393865236e-03, 3.023899903269169e+01, 6.757201407125271e-01, 5.771275379541045e-01, 5.939654528408034e+00, 1.000000000000000e+00, 1.458439571647119e-05, 3.014109000000000e+05, 9.102498725140235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.578852042041974e-06, 4.710614192424471e-06, 2.697789022343162e-05, -4.758832149587395e-01, 2.070148685777170e-08, -6.945334883260417e-05, -9.030411286696672e-06, 8.940237495169936e-06, 1.000000000000000e-03, 1.000000000000000e-03, 9.539492947439678e-05
590, 4.205708839742629e-02, 8.965267442669527e-03, 2.962986861196788e+00, 1.243413889385129e+00, 1.175511632961659e-01, 9.999999999999998e-01, 3.877719530849532e-03, 3.030075638613874e+01, 6.898789797196515e-01, 5.705315163977682e-01, 5.925973722393577e+00, 1.000000000000000e+00, 1.458439571647119e-05, 3.014109000000000e+05, 9.102498725140235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.432904241275819e-06, 5.339563781282104e-06, 3.007990411319206e-05, -4.318929569767533e-01, 1.966839403226713e-08, -1.071041777052029e-04, -8.427038651451545e-06, 1.030486804874814e-05, 1.000000000000000e-03, 1.000000000000000e-03, 6.435234340567621e-05
591, 4.257381221021499e-02, 8.965267442712021e-03, 2.957343233266672e+00, 1.240646036362903e+00, 1.144267647287530e-01, 9.999999999999996e-01, 3.889923907710763e-03, 3.038891128909755e+01, 7.040831184831613e-01, 5.607219835052325e-01, 5.914686466533343e+00, 1.000000000000000e+00, 1.458439571647119e-05, 3.014109000000000e+05, 9.102498725140235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.341271226165631e-06, 5.713690019158406e-06, 3.109521086418835e-05, -4.042737674227179e-01, 1.906768379539612e-08, -1.464024247354666e-04, -7.657327597991650e-06, 1.154760621039743e-05, 1.000000000000000e-03, 1.000000000000000e-03, 4.842012990605961e-05
592, 4.303886363125979e-02, 8.965267442750263e-03, 2.953254680670962e+00, 1.237349875011905e+00, 1.101990860795699e-01, 9.999999999999999e-01, 3.900353021922610e-03, 3.049885279696418e+01, 7.186436704760027e-01, 5.474056756776612e-01, 5.906509361341923e+00, 1.000000000000000e+00, 1.458439571647119e-05, 3.014109000000000e+05, 9.102498725140235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.302373858205904e-06, 5.936622511170950e-06, 3.088208488355953e-05, -3.925496767383300e-01, 1.898021641034809e-08, -2.082493212570434e-04, -6.908970683349464e-06, 1.264112201787367e-05, 1.000000000000000e-03, 1.000000000000000e-03, 3.907357338448328e-05
593, 4.345740992936249e-02, 8.965267442784681e-03, 2.950980752316220e+00, 1.233697563802517e+00, 1.049299028070703e-01, 9.999999999999994e-01, 3.909262165634865e-03, 3.062688613033744e+01, 7.338999613944346e-01, 5.302762133645366e-01, 5.901961504632440e+00, 1.000000000000000e+00, 1.458439571647119e-05, 3.014109000000000e+05, 9.102498725140235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.287488147614984e-06, 5.847287077368648e-06, 3.024351590388855e-05, -3.880629613120409e-01, 1.906329656630436e-08, -2.692894573125045e-04, -6.286654174016671e-06, 1.358888723038847e-05, 1.000000000000000e-03, 1.000000000000000e-03, 3.261030172084830e-05
594, 4.383410160750734e-02, 8.965267442815660e-03, 2.950286957914291e+00, 1.229969065271703e+00, 9.861975631185846e-02, 9.999999999999998e-01, 3.917044865614368e-03, 3.077133935919928e+01, 7.501908642186278e-01, 5.090502932476955e-01, 5.900573915828581e+00, 1.000000000000000e+00, 1.458439571647119e-05, 3.014109000000000e+05, 9.102498725140235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.343509493034029e-06, 5.888566668713721e-06, 2.939526775265903e-05, -4.049484054538894e-01, 1.689769213907618e-08, -3.261065800980503e-04, -5.704834377912277e-06, 1.430747850697665e-05, 1.000000000000000e-03, 1.000000000000000e-03, 2.781738607779823e-05
595, 4.417312410725997e-02, 8.965267442843539e-03, 2.950635882405689e+00, 1.226351832347390e+00, 9.143843006549543e-02, 1.000000000000000e+00, 3.924076497933976e-03, 3.093675210682449e+01, 7.678425153798274e-01, 4.834911520863467e-01, 5.901271764811377e+00, 1.000000000000000e+00, 1.458439571647119e-05, 3.014109000000000e+05, 9.102498725140235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.455389368404955e-06, 6.723134515223292e-06, 2.801288118011469e-05, -4.386702193813837e-01, 1.386380145157411e-08, -3.681469713629949e-04, -4.946367792555705e-06, 1.461966074457203e-05, 1.000000000000000e-03, 1.000000000000000e-03, 2.324179331366511e-05
596, 4.447824434789324e-02, 8.965267442868630e-03, 2.952024235727112e+00, 1.222893431525166e+00, 8.230582027110839e-02, 1.000000000000000e+00, 3.928776793804645e-03, 3.111885173887437e+01, 7.871681276059959e-01, 4.534077064075937e-01, 5.904048471454224e+00, 1.000000000000000e+00, 1.458439571647119e-05, 3.014109000000000e+05, 9.102498725140235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.145137333727971e-06, 5.273345560988028e-06, 2.755946232197234e-05, -3.451568743824912e-01, 6.163718389663344e-09, -5.364499786254715e-04, -4.625661871856629e-06, 1.540549026493774e-05, 1.000000000000000e-03, 1.000000000000000e-03, 1.777944870497486e-05
597, 4.475285257493834e-02, 8.965267442891211e-03, 2.952513919930578e+00, 1.220954983522472e+00, 6.869011883976137e-02, 9.999999999999999e-01, 3.935104889683134e-03, 3.161500489242993e+01, 8.084990128999215e-01, 4.187959222421617e-01, 5.905027839861156e+00, 1.000000000000000e+00, 1.458439571647119e-05, 3.014109000000000e+05, 9.102498725140235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.986930492452557e-06, 7.854831811935461e-06, 3.441390207807978e-05, -5.988825079676646e-01, -9.814607545355575e-09, -4.679848141583740e-04, -4.241077261897505e-06, 1.547757979251452e-05, 1.000000000000000e-03, 1.000000000000000e-03, 1.124801273566900e-05
598, 4.722432626040827e-03, 9.642884908553031e-03, 3.363757618279148e+00, 1.115207030037206e+00, -2.217724160109561e-02, 9.999999999999999e-01, 3.770693054987868e-03, 2.602746113073953e+01, 4.933072952989431e-01, 4.932995948277659e-01, 6.727515236558297e+00, 1.000000000000000e+00, 1.458439571647119e-05, 3.014109000000000e+05, 9.102498725140235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -2.959577491344536e-06, 7.326970356093594e-06, -2.169091106719458e-08, -8.920489152858976e-01, 7.437050699334037e-08, 1.707965027142591e-04, -4.557854037084071e-06, -4.552278191773271e-06, 1.000000000000000e-03, 1.000000000000000e-03, 1.448736408075746e-04
599, 8.972621986253225e-03, 9.642884908869366e-03, 3.319339817903246e+00, 1.145419070489291e+00, -2.323822461988617e-02, 1.000000000000000e+00, 3.786501347382655e-03, 2.720521252666185e+01, 5.013001074084875e-01, 5.012791239274096e-01, 6.638679635806493e+00, 1.000000000000000e+00, 1.458439571647119e-05, 3.014109000000000e+05, 9.102498725140235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -2.667586045246436e-07, 1.500358368838534e-05, -1.222532424999306e-05, -8.040395107246907e-02, 4.494194109960370e-08, -7.804811759453103e-05, -1.380626166750841e-05, -1.379198913640882e-05, 1.000000000000000e-03, 1.000000000000000e-03, 1.391829357580567e-04
600, 1.279779240004965e-02, 9.642884909154065e-03, 3.280852232267097e+00, 1.167104744085082e+00, -1.980012790197508e-02, 1.000000000000000e+00, 3.768260350292204e-03, 2.849836201888833e+01, 4.914549867674588e-01, 4.914056125467690e-01, 6.561704464534195e+00, 1.000000000000000e+00, 1.458439571647119e-05, 3.014109000000000e+05, 9.102498725140235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -5.024641929305025e-07, 1.634592406351556e-05, -9.734237019662186e-06, -1.514481846088243e-01, 2.407510777808774e-08, -2.522082088294345e-04, 8.584022502161927e-06, 8.616049579864289e-06, 1.000000000000000e-03, 1.000000000000000e-03, 1.322272609139659e-04
601, 1.624044579177429e-02, 9.642884909410300e-03, 3.242062682957039e+00, 1.183541379084023e+00, -1.658023089976215e-02, 1.000000000000000e+00, 3.735965342852997e-03, 2.978153813519302e+01, 4.844500773056278e-01, 4.843442728657513e-01, 6.484125365914077e+00, 1.000000000000000e+00, 1.458439571647119e-05, 3.014109000000000e+05, 9.102498725140235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -8.930474758538347e-07, 1.770766039747536e-05, -8.906913048587412e-06, -2.691742434398064e-01, 1.869954108359241e-08, -2.388779291362205e-04, 9.774065684533228e-06, 9.838633015954057e-06, 1.000000000000000e-03, 1.000000000000000e-03, 1.254456813443824e-04
602, 1.933883384476515e-02, 9.642884909640905e-03, 3.209664796318345e+00, 1.195173203858135e+00, -1.326624534639331e-02, 1.000000000000000e+00, 3.703391331430272e-03, 3.099603196059284e+01, 4.814177099450087e-01, 4.812031590095116e-01, 6.419329592636690e+00, 1.000000000000000e+00, 1.458439571647119e-05, 3.014109000000000e+05, 9.102498725140235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -8.968805448537334e-07, 1.727781570866630e-05, -8.892908248939769e-06, -2.703295722168662e-01, 1.472880855514231e-08, -1.033826562409314e-04, 4.632150260447621e-06, 4.755836108441883e-06, 1.000000000000000e-03, 1.000000000000000e-03, 1.194795300294767e-04
603, 2.212738308685280e-02, 9.642884909848454e-03, 3.181409964290823e+00, 1.203554848778585e+00, -9.182023435448078e-03, 1.000000000000000e+00, 3.673761350352242e-03, 3.213105078299887e+01, 4.883388567924627e-01, 4.879220034575965e-01, 6.362819928581645e+00, 1.000000000000000e+00, 1.458439571647119e-05, 3.014109000000000e+05, 9.102498725140235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -9.476777206954843e-07, 1.587732821159614e-05, -9.172864425646058e-06, -2.856403947048141e-01, 8.725228217292072e-09, 9.641754073351634e-05, -5.837186361017787e-06, -5.610572972930861e-06, 1.000000000000000e-03, 1.000000000000000e-03, 1.143367944971192e-04
604, 2.463707741841861e-02, 9.642884910035246e-03, 3.156473870447589e+00, 1.209844406760161e+00, -3.815398666573443e-03, 1.000000000000000e+00, 3.649245622391175e-03, 3.308048406872972e+01, 5.028766852389681e-01, 5.020965102099731e-01, 6.312947740895178e+00, 1.000000000000000e+00, 1.458439571647119e-05, 3.014109000000000e+05, 9.102498725140235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.003123161247114e-06, 1.414305548560195e-05, -9.280260757752062e-06, -3.023522548423043e-01, 4.149628029651270e-09, 1.769507361251520e-04, -1.505142485566527e-05, -1.464532776234041e-05, 1.000000000000000e-03, 1.000000000000000e-03, 9.215935209272621e-05
605, 2.689580232159534e-02, 9.642884910203361e-03, 3.134210795948105e+00, 1.214929165723551e+00, 3.126317782651697e-03, 1.000000000000000e+00, 3.630703722461696e-03, 3.383291815524716e+01, 5.166214855553932e-01, 5.152125413905030e-01, 6.268421591896210e+00, 1.000000000000000e+00, 1.458439571647119e-05, 3.014109000000000e+05, 9.102498725140235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -9.946647066650738e-07, 1.216251028765003e-05, -9.125350002679976e-06, -2.998027844342067e-01, 1.371925287252953e-09, 1.799631875094702e-04, -1.424636606646147e-05, -1.355634860645444e-05, 1.000000000000000e-03, 1.000000000000000e-03, 7.116146902046972e-05
606, 2.892865472819228e-02, 9.642884910354664e-03, 3.113596992599282e+00, 1.219653463302012e+00, 1.173171825080257e-02, 9.999999999999999e-01, 3.617517379705190e-03, 3.441471494877054e+01, 5.265650787551007e-01, 5.241074585416752e-01, 6.227193985198563e+00, 1.000000000000000e+00, 1.458439571647119e-05, 3.014109000000000e+05, 9.102498725140235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.089084907436458e-06, 1.027808272828937e-05, -8.692125374385282e-06, -3.282620621268099e-01, -3.534965443263328e-10, 2.005740919965598e-04, -1.040978241487069e-05, -9.276193845872091e-06, 1.000000000000000e-03, 1.000000000000000e-03, 5.756056908185638e-05
607, 3.075822192229968e-02, 9.642884910490833e-03, 3.093703376511704e+00, 1.224630610444216e+00, 2.196504171440510e-02, 1.000000000000000e+00, 3.609582737804545e-03, 3.478393077290540e+01, 5.334982443376595e-01, 5.293550573013655e-01, 6.187406753023408e+00, 1.000000000000000e+00, 1.458439571647119e-05, 3.014109000000000e+05, 9.102498725140235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.348553376365864e-06, 9.099198423116688e-06, -8.090026565126218e-06, -4.064686868686088e-01, -1.792841084935539e-09, 1.724887887933652e-04, -8.074598577809898e-06, -6.245720774108975e-06, 1.000000000000000e-03, 1.000000000000000e-03, 4.801096095945425e-05
608, 3.240483236481458e-02, 9.642884910613388e-03, 3.074987009715159e+00, 1.230017064609050e+00, 3.432879317171419e-02, 1.000000000000000e+00, 3.603578706562360e-03, 3.493365618355480e+01, 5.407609539536176e-01, 5.340038392799857e-01, 6.149974019430317e+00, 1.000000000000000e+00, 1.458439571647119e-05, 3.014109000000000e+05, 9.102498725140235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.253586307133157e-06, 7.060202178588776e-06, -8.164103899057228e-06, -3.778445770606133e-01, -1.131149955351742e-08, 1.029889823215160e-04, -8.293757011405977e-06, -5.414689699486554e-06, 1.000000000000000e-03, 1.000000000000000e-03, 3.946729787874953e-05
609, 3.388678174415835e-02, 9.642884910723688e-03, 3.056681942398743e+00, 1.235958477755696e+00, 5.199899237699988e-02, 1.000000000000000e+00, 3.595778682797218e-03, 3.479915731840526e+01, 5.509073282739939e-01, 5.402244068764854e-01, 6.113363884797486e+00, 1.000000000000000e+00, 1.458439571647119e-05, 3.014109000000000e+05, 9.102498725140235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -4.308241552996098e-07, 2.535303110144786e-06, -9.396414402091811e-06, -1.298550963906573e-01, -3.838489168007421e-08, -8.828532247789057e-05, -9.885510005626063e-06, -5.729974807626679e-06, 1.000000000000000e-03, 1.000000000000000e-03, 3.056316533819702e-05
610, 3.522053618865691e-02, 9.642884910822961e-03, 3.026460831100437e+00, 1.243124207961918e+00, 8.057647478620655e-02, 1.000000000000000e+00, 3.591861832985080e-03, 3.445857494125030e+01, 5.653806228341177e-01, 5.488759852915042e-01, 6.052921662200873e+00, 1.000000000000000e+00, 1.458439571647119e-05, 3.014109000000000e+05, 9.102498725140235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -3.684249220091396e-06, 1.056614262442827e-05, -1.133897056276683e-05, -1.110472873252006e+00, -3.398415139069705e-08, -5.379214391039389e-05, -8.925821006378871e-06, -4.189226377052759e-06, 1.000000000000000e-03, 1.000000000000000e-03, 2.477164209380929e-05
