"PointID", "x", "y", "Pressure", "Velocity_x", "Velocity_y", "Temperature", "Nu_Tilde"
125,0.2055463343858719,0.15191814303398132,0.0,1.0,0.0,288.1499938964844,1.0
126,0.2055463343858719,0.1795850545167923,0.0,1.0,0.0,288.1499938964844,1.0
127,0.2055463343858719,0.2076069861650467,0.0,1.0,0.0,288.1499938964844,1.0
128,0.2055463343858719,0.23584483563899994,0.0,1.0,0.0,288.1499938964844,1.0
129,0.2055463343858719,0.26415514945983887,0.0,1.0,0.0,288.1499938964844,1.0
130,0.2055463343858719,0.2923930287361145,0.0,1.0,0.0,288.1499938964844,1.0
131,0.2055463343858719,0.3204149603843689,0.0,1.0,0.0,288.1499938964844,1.0
132,0.2055463343858719,0.3480818569660187,0.0,1.0,0.0,288.1499938964844,1.0
133,0.2055463343858719,0.37526172399520874,0.0,1.0,0.0,288.1499938964844,1.0
134,0.2055463343858719,0.40183204412460327,0.0,1.0,0.0,288.1499938964844,1.0
135,0.2055463343858719,0.4276818037033081,0.0,1.0,0.0,288.1499938964844,1.0
136,0.2055463343858719,0.4527130722999573,0.0,1.0,0.0,288.1499938964844,1.0
137,0.2055463343858719,0.47684210538864136,0.0,1.0,0.0,288.1499938964844,1.0
138,0.2944536507129669,0.02315790019929409,0.0,1.0,0.0,288.1499938964844,1.0
139,0.2944536507129669,0.04728693515062332,0.0,1.0,0.0,288.1499938964844,1.0
140,0.2944536507129669,0.0723181888461113,0.0,1.0,0.0,288.1499938964844,1.0
141,0.2944536507129669,0.09816794097423553,0.0,1.0,0.0,288.1499938964844,1.0
142,0.2944536507129669,0.12473826110363007,0.0,1.0,0.0,288.1499938964844,1.0
143,0.2944536507129669,0.15191814303398132,0.0,1.0,0.0,288.1499938964844,1.0
144,0.2944536507129669,0.1795850545167923,0.0,1.0,0.0,288.1499938964844,1.0
145,0.2944536507129669,0.2076069861650467,0.0,1.0,0.0,288.1499938964844,1.0
146,0.2944536507129669,0.23584483563899994,0.0,1.0,0.0,288.1499938964844,1.0
147,0.2944536507129669,0.26415514945983887,0.0,1.0,0.0,288.1499938964844,1.0
148,0.2944536507129669,0.2923930287361145,0.0,1.0,0.0,288.1499938964844,1.0
149,0.2944536507129669,0.3204149603843689,0.0,1.0,0.0,288.1499938964844,1.0
150,0.2944536507129669,0.3480818569660187,0.0,1.0,0.0,288.1499938964844,1.0
151,0.2944536507129669,0.37526172399520874,0.0,1.0,0.0,288.1499938964844,1.0
152,0.2944536507129669,0.40183204412460327,0.0,1.0,0.0,288.1499938964844,1.0
153,0.2944536507129669,0.4276818037033081,0.0,1.0,0.0,288.1499938964844,1.0
154,0.2944536507129669,0.4527130722999573,0.0,1.0,0.0,288.1499938964844,1.0
155,0.2944536507129669,0.47684210538864136,0.0,1.0,0.0,288.1499938964844,1.0
156,0.375,0.02315790019929409,0.0,1.0,0.0,288.1499938964844,1.0
157,0.375,0.04728693515062332,0.0,1.0,0.0,288.1499938964844,1.0
158,0.375,0.0723181888461113,0.0,1.0,0.0,288.1499938964844,1.0
159,0.375,0.09816794097423553,0.0,1.0,0.0,288.1499938964844,1.0
160,0.375,0.12473826110363007,0.0,1.0,0.0,288.1499938964844,1.0
161,0.375,0.15191814303398132,0.0,1.0,0.0,288.1499938964844,1.0
162,0.375,0.1795850545167923,0.0,1.0,0.0,288.1499938964844,1.0
163,0.375,0.2076069861650467,0.0,1.0,0.0,288.1499938964844,1.0
164,0.375,0.23584483563899994,0.0,1.0,0.0,288.1499938964844,1.0
165,0.375,0.26415514945983887,0.0,1.0,0.0,288.1499938964844,1.0
166,0.375,0.2923930287361145,0.0,1.0,0.0,288.1499938964844,1.0
167,0.375,0.3204149603843689,0.0,1.0,0.0,288.1499938964844,1.0
168,0.375,0.3480818569660187,0.0,1.0,0.0,288.1499938964844,1.0
169,0.375,0.37526172399520874,0.0,1.0,0.0,288.1499938964844,1.0
170,0.375,0.40183204412460327,0.0,1.0,0.0,288.1499938964844,1.0
171,0.375,0.4276818037033081,0.0,1.0,0.0,288.1499938964844,1.0
172,0.375,0.4527130722999573,0.0,1.0,0.0,288.1499938964844,1.0
173,0.375,0.47684210538864136,0.0,1.0,0.0,288.1499938964844,1.0
174,0.4359191060066223,0.02315790019929409,0.0,1.0,0.0,288.1499938964844,1.0
175,0.4359191060066223,0.04728693515062332,0.0,1.0,0.0,288.1499938964844,1.0
176,0.4359191060066223,0.0723181888461113,0.0,1.0,0.0,288.1499938964844,1.0
177,0.4359191060066223,0.09816794097423553,0.0,1.0,0.0,288.1499938964844,1.0
178,0.4359191060066223,0.12473826110363007,0.0,1.0,0.0,288.1499938964844,1.0
179,0.4359191060066223,0.15191814303398132,0.0,1.0,0.0,288.1499938964844,1.0
180,0.4359191060066223,0.1795850545167923,0.0,1.0,0.0,288.1499938964844,1.0
181,0.4359191060066223,0.2076069861650467,0.0,1.0,0.0,288.1499938964844,1.0
182,0.4359191060066223,0.23584483563899994,0.0,1.0,0.0,288.1499938964844,1.0
183,0.4359191060066223,0.26415514945983887,0.0,1.0,0.0,288.1499938964844,1.0
184,0.4359191060066223,0.2923930287361145,0.0,1.0,0.0,288.1499938964844,1.0
185,0.4359191060066223,0.3204149603843689,0.0,1.0,0.0,288.1499938964844,1.0
186,0.4359191060066223,0.3480818569660187,0.0,1.0,0.0,288.1499938964844,1.0
187,0.4359191060066223,0.37526172399520874,0.0,1.0,0.0,288.1499938964844,1.0
188,0.4359191060066223,0.40183204412460327,0.0,1.0,0.0,288.1499938964844,1.0
189,0.4359191060066223,0.4276818037033081,0.0,1.0,0.0,288.1499938964844,1.0
190,0.4359191060066223,0.4527130722999573,0.0,1.0,0.0,288.1499938964844,1.0
191,0.4359191060066223,0.47684210538864136,0.0,1.0,0.0,288.1499938964844,1.0
192,0.47599664330482483,0.02315790019929409,0.0,1.0,0.0,288.1499938964844,1.0
193,0.47599664330482483,0.04728693515062332,0.0,1.0,0.0,288.1499938964844,1.0
194,0.47599664330482483,0.0723181888461113,0.0,1.0,0.0,288.1499938964844,1.0
195,0.47599664330482483,0.09816794097423553,0.0,1.0,0.0,288.1499938964844,1.0
196,0.47599664330482483,0.12473826110363007,0.0,1.0,0.0,288.1499938964844,1.0
197,0.47599664330482483,0.15191814303398132,0.0,1.0,0.0,288.1499938964844,1.0
198,0.47599664330482483,0.1795850545167923,0.0,1.0,0.0,288.1499938964844,1.0
199,0.47599664330482483,0.2076069861650467,0.0,1.0,0.0,288.1499938964844,1.0
200,0.47599664330482483,0.23584483563899994,0.0,1.0,0.0,288.1499938964844,1.0
201,0.47599664330482483,0.26415514945983887,0.0,1.0,0.0,288.1499938964844,1.0
202,0.47599664330482483,0.2923930287361145,0.0,1.0,0.0,288.1499938964844,1.0
203,0.47599664330482483,0.3204149603843689,0.0,1.0,0.0,288.1499938964844,1.0
204,0.47599664330482483,0.3480818569660187,0.0,1.0,0.0,288.1499938964844,1.0
205,0.47599664330482483,0.37526172399520874,0.0,1.0,0.0,288.1499938964844,1.0
206,0.47599664330482483,0.40183204412460327,0.0,1.0,0.0,288.1499938964844,1.0
207,0.47599664330482483,0.4276818037033081,0.0,1.0,0.0,288.1499938964844,1.0
208,0.47599664330482483,0.4527130722999573,0.0,1.0,0.0,288.1499938964844,1.0
209,0.47599664330482483,0.47684210538864136,0.0,1.0,0.0,288.1499938964844,1.0
210,0.5348958969116211,0.24545948207378387,0.0,1.0,0.0,288.1499938964844,1.0
211,0.5212451815605164,0.3314591348171234,0.0,1.0,0.0,288.1499938964844,1.0
212,0.5214918851852417,0.16779783368110657,0.0,1.0,0.0,288.1499938964844,1.0
213,0.915711522102356,0.25278913974761963,0.0,1.0,0.0,288.1499938964844,1.0
214,0.5281345248222351,0.39094972610473633,0.0,1.0,0.0,288.1499938964844,1.0
215,0.5278287529945374,0.11216124892234802,0.0,1.0,0.0,288.1499938964844,1.0
216,0.8152394890785217,0.3845764994621277,0.0,1.0,0.0,288.1499938964844,1.0
217,0.6539689898490906,0.3719705641269684,0.0,1.0,0.0,288.1499938964844,1.0
218,0.7564289569854736,0.28607234358787537,0.0,1.0,0.0,288.1499938964844,1.0
219,0.8096309900283813,0.11071813851594925,0.0,1.0,0.0,288.1499938964844,1.0
220,0.6862044930458069,0.1295841932296753,0.0,1.0,0.0,288.1499938964844,1.0
221,0.9116454124450684,0.16181907057762146,0.0,1.0,0.0,288.1499938964844,1.0
222,0.9156567454338074,0.3460868299007416,0.0,1.0,0.0,288.1499938964844,1.0
223,0.7422472238540649,0.19488680362701416,0.0,1.0,0.0,288.1499938964844,1.0
224,0.6620944142341614,0.22605900466442108,0.0,1.0,0.0,288.1499938964844,1.0
225,0.6101710200309753,0.16305352747440338,0.0,1.0,0.0,288.1499938964844,1.0
226,0.6155479550361633,0.09649296849966049,0.0,1.0,0.0,288.1499938964844,1.0
227,0.5848503708839417,0.22797799110412598,0.0,1.0,0.0,288.1499938964844,1.0
228,0.6180784106254578,0.2761944532394409,0.0,1.0,0.0,288.1499938964844,1.0
229,0.8324412107467651,0.2176058143377304,0.0,1.0,0.0,288.1499938964844,1.0
230,0.5646462440490723,0.28311192989349365,0.0,1.0,0.0,288.1499938964844,1.0
231,0.5935617089271545,0.33578598499298096,0.0,1.0,0.0,288.1499938964844,1.0
232,0.5993126630783081,0.4094054400920868,0.0,1.0,0.0,288.1499938964844,1.0
233,0.544821560382843,0.2121468484401703,0.0,1.0,0.0,288.1499938964844,1.0
234,0.5651729702949524,0.13067755103111267,0.0,1.0,0.0,288.1499938964844,1.0
235,0.5598633885383606,0.3726435601711273,0.0,1.0,0.0,288.1499938964844,1.0
236,0.5491810441017151,0.4072639048099518,0.0,1.0,0.0,288.1499938964844,1.0
237,0.5227756500244141,0.4152582585811615,0.0,1.0,0.0,288.1499938964844,1.0
238,0.5365626215934753,0.448563814163208,0.0,1.0,0.0,288.1499938964844,1.0
239,0.5262827277183533,0.08318880945444107,0.0,1.0,0.0,288.1499938964844,1.0
240,0.528035581111908,0.3565198481082916,0.0,1.0,0.0,288.1499938964844,1.0
241,0.5292834639549255,0.14380912482738495,0.0,1.0,0.0,288.1499938964844,1.0
242,0.5281988978385925,0.30439603328704834,0.0,1.0,0.0,288.1499938964844,1.0
243,0.5255482196807861,0.27790313959121704,0.0,1.0,0.0,288.1499938964844,1.0
244,0.5248057246208191,0.1940707266330719,0.0,1.0,0.0,288.1499938964844,1.0
245,0.5520333051681519,0.3278157114982605,0.0,1.0,0.0,288.1499938964844,1.0
246,0.5530920624732971,0.09846765547990799,0.0,1.0,0.0,288.1499938964844,1.0
247,0.5633960366249084,0.051356442272663116,0.0,1.0,0.0,288.1499938964844,1.0
248,0.5223278999328613,0.05719427764415741,0.0,1.0,0.0,288.1499938964844,1.0
249,0.5543709993362427,0.17707623541355133,0.0,1.0,0.0,288.1499938964844,1.0
250,0.9231207966804504,0.4261326491832733,0.0,1.0,0.0,288.1499938964844,1.0
251,0.6354019641876221,0.4351043105125427,0.0,1.0,0.0,288.1499938964844,1.0
252,0.6749469041824341,0.3102385401725769,0.0,1.0,0.0,288.1499938964844,1.0
253,0.7099983096122742,0.3813270330429077,0.0,1.0,0.0,288.1499938964844,1.0
254,0.8470955491065979,0.29742613434791565,0.0,1.0,0.0,288.1499938964844,1.0
255,0.5211647152900696,0.2207418978214264,0.0,1.0,0.0,288.1499938964844,1.0
256,0.9211968183517456,0.0745074450969696,0.0,1.0,0.0,288.1499938964844,1.0
