"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[T]"     ,     "rms[nu]"    
          0,           0,          84,      -8.401234902,      -7.075623286,      -7.510455741,      0.2124143685,      -11.46159636
          0,           0,          85,      -8.423843216,      -7.073293321,      -7.523124051,      0.2064817031,       -11.4600416
          0,           0,          86,      -8.443318573,      -7.071121104,      -7.537179775,      0.2005483161,      -11.45866906
          0,           0,          87,      -8.458264272,      -7.069199092,      -7.552558257,      0.1946198895,       -11.4575054
          0,           0,          88,      -8.467614878,      -7.067597297,      -7.569168283,      0.1887155884,      -11.45656922
          0,           0,          89,      -8.470889886,      -7.066366497,       -7.58688655,      0.1828408871,      -11.45587118
          0,           0,          90,      -8.468308134,      -7.065542342,      -7.605553543,      0.1770139973,      -11.45541441
          0,           0,          91,      -8.460648046,      -7.065145987,      -7.624972837,      0.1712497321,      -11.45519508
          0,           0,          92,      -8.449048517,      -7.065191485,      -7.644901038,      0.1655589927,      -11.45520328
          0,           0,          93,      -8.434715302,      -7.065686085,      -7.665053881,      0.1599590776,      -11.45542399
          0,           0,          94,      -8.418728442,      -7.066632558,      -7.685109809,      0.1544714273,      -11.45583806
          0,           0,          95,      -8.401952597,      -7.068030881,      -7.704717741,      0.1491095765,      -11.45642329
          0,           0,          96,      -8.385024955,      -7.069879327,      -7.723510245,      0.1438946617,      -11.45715554
          0,           0,          97,      -8.368385297,      -7.072175296,       -7.74112361,       0.138836014,      -11.45800976
          0,           0,          98,      -8.352319294,      -7.074915468,      -7.757222388,      0.1339522706,       -11.4589609
          0,           0,          99,      -8.337000104,      -7.078095888,      -7.771528737,      0.1292625759,      -11.45998487
          0,           0,         100,      -8.322523413,      -7.081711868,      -7.783851336,      0.1247772106,      -11.46105914
          0,           0,         101,      -8.308933737,      -7.085757735,      -7.794107992,      0.1205095052,      -11.46216302
          0,           0,         102,      -8.296242904,      -7.090226566,      -7.802336014,      0.1164750998,      -11.46327821
          0,           0,         103,      -8.284442593,      -7.095109944,      -7.808686915,      0.1126923561,      -11.46438864
          0,           0,         104,       -8.27351242,      -7.100397779,      -7.813405514,      0.1091708535,      -11.46548031
          0,           0,         105,      -8.263424832,      -7.106078206,       -7.81679748,      0.1059287151,      -11.46654089
          0,           0,         106,      -8.254147738,      -7.112137597,       -7.81919177,      0.1029782466,      -11.46755918
          0,           0,         107,      -8.245645594,      -7.118560642,      -7.820904574,      0.1003384648,      -11.46852454
          0,           0,         108,      -8.237879538,      -7.125330501,      -7.822209639,     0.09802590331,      -11.46942633
          0,           0,         109,      -8.230806955,      -7.132428971,      -7.823317323,     0.09605479455,      -11.47025339
          0,           0,         110,      -8.224381264,      -7.139836578,      -7.824362579,     0.09444361543,      -11.47099379
          0,           0,         111,      -8.218551825,      -7.147532609,      -7.825400881,     0.09320296468,      -11.47163463
          0,           0,         112,      -8.213264118,      -7.155494936,      -7.826410796,     0.09234055602,       -11.4721621
          0,           0,         113,      -8.208460793,      -7.163699639,       -7.82730247,     0.09186856598,      -11.47256051
          0,           0,         114,      -8.204083138,      -7.172120409,      -7.827931353,     0.09179587474,      -11.47281661
          0,           0,         115,      -8.200072805,      -7.180727727,      -7.828116896,     0.09211702452,      -11.47291649
          0,           0,         116,       -8.19637436,      -7.189487896,      -7.827666282,     0.09283282672,      -11.47284715
          0,           0,         117,      -8.192936515,      -7.198362004,      -7.826400499,     0.09392865897,        -11.472597
          0,           0,         118,      -8.189713933,      -7.207305013,      -7.824179951,     0.09539452776,      -11.47215615
          0,           0,         119,       -8.18666805,      -7.216265056,      -7.820926388,     0.09721302834,      -11.47151669
          0,           0,         120,      -8.183767233,      -7.225183189,      -7.816636457,     0.09935743619,      -11.47067269
          0,           0,         121,      -8.180986252,       -7.23399372,      -7.811384151,      0.1018138371,      -11.46962014
          0,           0,         122,      -8.178305204,       -7.24262531,      -7.805311497,      0.1045608686,      -11.46835678
          0,           0,         123,       -8.17570806,      -7.251002906,      -7.798609545,      0.1075570788,      -11.46688188
          0,           0,         124,      -8.173181009,      -7.259050489,      -7.791493711,      0.1107891065,      -11.46519602
          0,           0,         125,      -8.170710389,      -7.266694313,      -7.784177705,      0.1142584177,      -11.46330067
          0,           0,         126,      -8.168283438,      -7.273868217,      -7.776848557,      0.1179315978,      -11.46119855
          0,           0,         127,      -8.165885234,      -7.280515465,      -7.769659842,      0.1217554062,      -11.45889333
          0,           0,         128,      -8.163498323,      -7.286593777,      -7.762710692,       0.125691065,      -11.45638959
          0,           0,         129,      -8.161102947,      -7.292078988,      -7.756042934,      0.1297272625,      -11.45369293
          0,           0,         130,      -8.158676944,      -7.296966295,      -7.749644324,      0.1338247877,      -11.45081004
          0,           0,         131,      -8.156196082,      -7.301270948,      -7.743455817,      0.1379718418,      -11.44774883
          0,           0,         132,      -8.153634554,      -7.305027285,      -7.737382576,      0.1421462387,      -11.44451854
          0,           0,         133,      -8.150965659,      -7.308286403,      -7.731307594,      0.1463158413,      -11.44112979
          0,           0,         134,      -8.148162665,       -7.31111276,      -7.725106758,      0.1504821486,       -11.4375947
          0,           0,         135,      -8.145199857,      -7.313580097,      -7.718663976,      0.1546201887,      -11.43392674
          0,           0,         136,      -8.142053736,      -7.315767093,       -7.71188477,       0.158663843,      -11.43014071
          0,           0,         137,      -8.138704333,      -7.317753135,      -7.704706732,      0.1626501724,      -11.42625254
          0,           0,         138,      -8.135136572,      -7.319614522,      -7.697105668,       0.166574187,      -11.42227905
          0,           0,         139,       -8.13134157,      -7.321421298,      -7.689096907,      0.1704222285,      -11.41823774
          0,           0,         140,      -8.127317736,      -7.323234841,      -7.680731984,      0.1741808764,      -11.41414643
          0,           0,         141,      -8.123071581,      -7.325106225,      -7.672092192,       0.177824128,        -11.410023
          0,           0,         142,      -8.118618029,        -7.3270753,      -7.663279802,      0.1813322756,      -11.40588509
          0,           0,         143,      -8.113980182,      -7.329170412,      -7.654408554,      0.1847317785,      -11.40174981
          0,           0,         144,      -8.109188593,       -7.33140868,      -7.645595326,      0.1880305389,      -11.39763352
          0,           0,         145,      -8.104280046,      -7.333796691,      -7.636953324,      0.1912008989,      -11.39355159
          0,           0,         146,      -8.099295974,      -7.336331541,      -7.628587236,      0.1942546242,      -11.38951826
          0,           0,         147,       -8.09428067,      -7.339002092,       -7.62059035,      0.1971899093,       -11.3855465
          0,           0,         148,      -8.089279459,      -7.341790403,      -7.613043339,      0.2000020286,      -11.38164798
          0,           0,         149,         -8.084337,       -7.34467322,      -7.606014307,      0.2026930552,      -11.37783298
          0,           0,         150,      -8.079492437,      -7.347614356,      -7.599536569,      0.2052672122,      -11.37410929
          0,           0,         151,      -8.074784797,      -7.350583076,      -7.593668104,      0.2077035876,      -11.37048267
          0,           0,         152,      -8.070259342,      -7.353563759,      -7.588475702,      0.2100028582,      -11.36696028
          0,           0,         153,      -8.065941839,      -7.356528525,       -7.58397438,      0.2121838136,      -11.36354961
          0,           0,         154,       -8.06185611,      -7.359442424,      -7.580184146,      0.2142630789,      -11.36025583
          0,           0,         155,      -8.058025233,      -7.362275916,       -7.57712399,      0.2162262649,      -11.35708201
          0,           0,         156,      -8.054469106,      -7.365005764,       -7.57480918,      0.2180713532,      -11.35403034
          0,           0,         157,      -8.051203798,      -7.367612858,      -7.573248556,      0.2198150502,      -11.35110261
          0,           0,         158,      -8.048241814,      -7.370080987,      -7.572445455,      0.2214558485,       -11.3483002
          0,           0,         159,      -8.045592737,      -7.372396955,       -7.57239952,      0.2229736736,      -11.34562385
          0,           0,         160,      -8.043263905,      -7.374551029,      -7.573107358,      0.2243986006,      -11.34307373
          0,           0,         161,      -8.041260845,      -7.376537046,        -7.5745623,      0.2257400349,      -11.34064949
          0,           0,         162,      -8.039587011,      -7.378349313,      -7.576753919,      0.2269875499,      -11.33835008
          0,           0,         163,      -8.038245017,      -7.379988499,      -7.579669315,      0.2281551607,      -11.33617441
          0,           0,         164,      -8.037235364,      -7.381459026,      -7.583287723,      0.2292417964,      -11.33412151
          0,           0,         165,      -8.036556149,      -7.382765596,      -7.587580948,      0.2302410521,      -11.33219021
          0,           0,         166,      -8.036203765,       -7.38391361,       -7.59251364,      0.2311427183,      -11.33037903
          0,           0,         167,      -8.036172253,      -7.384908637,      -7.598045964,      0.2319858639,      -11.32868625
          0,           0,         168,      -8.036453222,      -7.385755952,      -7.604129523,      0.2327504644,       -11.3271101
          0,           0,         169,      -8.037035549,      -7.386460716,      -7.610704611,      0.2334317754,      -11.32564882
          0,           0,         170,      -8.037905799,      -7.387027454,      -7.617699206,      0.2340514727,      -11.32430073
          0,           0,         171,      -8.039047935,        -7.3874596,      -7.625027845,      0.2346026189,      -11.32306434
          0,           0,         172,      -8.040443398,      -7.387759331,      -7.632590827,      0.2350762162,      -11.32193836
          0,           0,         173,      -8.042071372,      -7.387927448,       -7.64027392,      0.2354889776,      -11.32092179
          0,           0,         174,      -8.043909042,      -7.387963424,      -7.647948927,      0.2358478503,        -11.320014
          0,           0,         175,      -8.045931911,      -7.387865643,      -7.655475512,      0.2361226333,      -11.31921475
          0,           0,         176,      -8.048114123,      -7.387631774,      -7.662704617,      0.2363073253,      -11.31852422
          0,           0,         177,      -8.050428807,      -7.387259257,      -7.669483672,      0.2364217873,      -11.31794312
          0,           0,         178,       -8.05284845,      -7.386745842,      -7.675663689,       0.236448371,      -11.31747262
          0,           0,         179,      -8.055345289,      -7.386089871,      -7.681108111,      0.2363678134,      -11.31711451
          0,           0,         180,      -8.057891718,      -7.385291158,      -7.685700613,      0.2361864471,       -11.3168708
          0,           0,         181,      -8.060460751,      -7.384351945,      -7.689358252,      0.2359191365,      -11.31674404
          0,           0,         182,      -8.063026489,      -7.383275938,      -7.692036961,      0.2355360746,       -11.3167373
          0,           0,         183,      -8.065568375,      -7.382073538,      -7.693705847,       0.235044748,      -11.31685422
          0,           0,         184,      -8.068058339,      -7.380756182,      -7.694422485,      0.2344398663,      -11.31709947
          0,           0,         185,      -8.070477865,      -7.379323998,      -7.694384976,      0.2337112146,      -11.31747777
          0,           0,         186,      -8.072813187,      -7.377778716,      -7.693619956,      0.2328463461,      -11.31799208
          0,           0,         187,      -8.075047443,      -7.376137717,      -7.692258082,      0.2318394391,      -11.31864545
          0,           0,         188,      -8.077171445,       -7.37441943,      -7.690492918,      0.2307037433,      -11.31944169
          0,           0,         189,      -8.079182083,      -7.372638096,      -7.688530586,      0.2293865049,      -11.32038502
          0,           0,         190,      -8.081080407,      -7.370805835,      -7.686561251,      0.2279019306,      -11.32147955
          0,           0,         191,      -8.082871169,      -7.368934959,      -7.684756717,       0.226275908,      -11.32272909
          0,           0,         192,      -8.084563192,      -7.367038189,      -7.683274984,      0.2244936446,       -11.3241372
          0,           0,         193,      -8.086169767,      -7.365127986,      -7.682260455,      0.2225542464,      -11.32570717
          0,           0,         194,      -8.087708679,      -7.363216182,      -7.681840896,       0.220463551,      -11.32744198
          0,           0,         195,      -8.089201566,      -7.361314059,      -7.682124968,      0.2182278821,      -11.32934415
          0,           0,         196,      -8.090673067,      -7.359432637,       -7.68320125,      0.2158175266,      -11.33141559
          0,           0,         197,      -8.092149964,      -7.357583004,      -7.685138454,      0.2132352042,      -11.33365759
          0,           0,         198,      -8.093660374,      -7.355776579,      -7.687986237,      0.2104928761,       -11.3360707
          0,           0,         199,      -8.095232905,      -7.354025345,      -7.691776122,       0.207554023,      -11.33865472
          0,           0,         200,      -8.096895792,       -7.35234206,      -7.696522241,      0.2044296605,      -11.34140865
          0,           0,         201,      -8.098676015,      -7.350740382,      -7.702221787,      0.2011358681,      -11.34433063
          0,           0,         202,       -8.10059848,      -7.349234925,      -7.708855162,      0.1976802908,       -11.3474179
          0,           0,         203,      -8.102685237,      -7.347841159,      -7.716385783,      0.1940458114,      -11.35066678
          0,           0,         204,      -8.104954852,       -7.34657525,      -7.724759896,        0.19024446,      -11.35407258
          0,           0,         205,      -8.107421833,      -7.345453865,      -7.733905994,      0.1862928441,      -11.35762965
          0,           0,         206,      -8.110096166,      -7.344493777,      -7.743734199,      0.1821852308,       -11.3613313
          0,           0,         207,      -8.112982989,      -7.343711487,      -7.754135793,      0.1779255413,      -11.36516984
          0,           0,         208,      -8.116082407,      -7.343122772,      -7.764983082,        0.17353845,      -11.36913659
          0,           0,         209,      -8.119389363,      -7.342742196,      -7.776130011,      0.1690198984,      -11.37322189
          0,           0,         210,      -8.122893751,      -7.342582538,      -7.787413418,      0.1643554903,      -11.37741519
          0,           0,         211,      -8.126580606,      -7.342654301,      -7.798656101,      0.1595886881,      -11.38170511
          0,           0,         212,      -8.130430643,      -7.342965132,      -7.809670978,      0.1547402793,      -11.38607952
          0,           0,         213,      -8.134420773,      -7.343519288,      -7.820266967,      0.1497860566,       -11.3905257
          0,           0,         214,      -8.138524832,      -7.344317133,      -7.830256421,      0.1447209068,      -11.39503043
          0,           0,         215,      -8.142714503,      -7.345354651,      -7.839463799,      0.1395678313,      -11.39958014
          0,           0,         216,      -8.146960391,      -7.346622997,      -7.847734794,      0.1343248679,       -11.4041611
          0,           0,         217,      -8.151233233,      -7.348108157,      -7.854944933,      0.1289790483,      -11.40875953
          0,           0,         218,      -8.155505187,      -7.349790528,      -7.861006493,       0.123558441,      -11.41336178
          0,           0,         219,      -8.159751241,      -7.351644733,      -7.865872754,      0.1180748481,       -11.4179545
          0,           0,         220,      -8.163950396,      -7.353639603,      -7.869538929,      0.1125176019,      -11.42252475
          0,           0,         221,      -8.168086881,      -7.355738251,      -7.872039602,      0.1068911363,      -11.42706016
          0,           0,         222,      -8.172151125,      -7.357898267,      -7.873443148,      0.1012366007,      -11.43154905
          0,           0,         223,       -8.17614045,      -7.360072298,      -7.873843989,     0.09553357043,      -11.43598053
          0,           0,         224,      -8.180060065,       -7.36220931,      -7.873353966,     0.08978073138,      -11.44034461
          0,           0,         225,      -8.183922358,      -7.364254803,      -7.872093828,     0.08401431589,      -11.44463226
          0,           0,         226,      -8.187746911,       -7.36615258,      -7.870185395,     0.07823730749,      -11.44883553
          0,           0,         227,      -8.191560091,      -7.367846365,      -7.867745278,     0.07244707398,      -11.45294755
          0,           0,         228,      -8.195394237,      -7.369281641,      -7.864880509,     0.06664024666,      -11.45696265
          0,           0,         229,      -8.199286617,       -7.37040763,      -7.861685866,     0.06085821671,      -11.46087638
          0,           0,         230,      -8.203278255,       -7.37117934,      -7.858242626,     0.05506270942,      -11.46468554
          0,           0,         231,      -8.207412691,      -7.371559498,      -7.854618457,     0.04925163186,      -11.46838824
          0,           0,         232,      -8.211734741,      -7.371520281,      -7.850868082,     0.04346604667,      -11.47198394
          0,           0,         233,       -8.21628933,      -7.371044695,      -7.847034462,     0.03770640765,      -11.47547343
          0,           0,         234,      -8.221120414,       -7.37012748,      -7.843150306,     0.03195119789,      -11.47885885
          0,           0,         235,      -8.226270053,      -7.368775481,      -7.839239705,     0.02619462801,      -11.48214371
          0,           0,         236,       -8.23177761,      -7.367007452,      -7.835319737,       0.020504173,      -11.48533282
          0,           0,         237,      -8.237679079,      -7.364853176,      -7.831401917,     0.01482262288,      -11.48843226
          0,           0,         238,       -8.24400661,      -7.362352669,      -7.827493379,    0.009151053055,      -11.49144929
          0,           0,         239,      -8.250788056,      -7.359554292,      -7.823598128,    0.003530672366,       -11.4943923
          0,           0,         240,      -8.258046637,      -7.356512966,      -7.819717952,   -0.002047035538,      -11.49727061
          0,           0,         241,      -8.265800667,      -7.353288317,      -7.815853062,    -0.00760811246,      -11.50009438
          0,           0,         242,      -8.274063269,      -7.349942802,      -7.812002666,    -0.01314986056,      -11.50287442
          0,           0,         243,      -8.282842068,      -7.346539968,      -7.808165441,    -0.01860755291,      -11.50562198
          0,           0,         244,      -8.292138787,      -7.343142884,      -7.804339929,    -0.02405660669,      -11.50834856
          0,           0,         245,      -8.301948755,      -7.339812839,      -7.800524852,    -0.02948876089,      -11.51106569
          0,           0,         246,       -8.31226023,      -7.336608285,      -7.796719457,    -0.03486091781,       -11.5137847
          0,           0,         247,      -8.323053496,      -7.333584045,      -7.792923805,    -0.04017857315,      -11.51651649
          0,           0,         248,       -8.33429971,      -7.330790743,      -7.789139081,    -0.04548382224,      -11.51927132
          0,           0,         249,       -8.34595943,       -7.32827445,      -7.785367922,    -0.05076614598,      -11.52205856
          0,           0,         250,      -8.357980816,       -7.32607649,      -7.781614739,    -0.05596208608,      -11.52488652
          0,           0,         251,      -8.370297501,      -7.324233383,       -7.77788603,    -0.06116509609,      -11.52776228
          0,           0,         252,      -8.382826476,      -7.322776858,      -7.774189782,     -0.0663526397,      -11.53069149
          0,           0,         253,      -8.395462167,      -7.321730454,      -7.770539613,    -0.07148084464,      -11.53367827
          0,           0,         254,      -8.408080204,      -7.321119746,      -7.766944186,    -0.07655876579,      -11.53672511
          0,           0,         255,      -8.420536577,      -7.320965039,      -7.763421807,    -0.08163497191,      -11.53983272
          0,           0,         256,      -8.432655628,      -7.321279524,      -7.759996368,    -0.08668271158,      -11.54299993
          0,           0,         257,      -8.444235526,      -7.322072725,      -7.756691641,    -0.09164599588,      -11.54622373
          0,           0,         258,      -8.455053618,      -7.323350801,      -7.753531917,    -0.09662138751,      -11.54949932
          0,           0,         259,       -8.46487211,      -7.325116341,      -7.750543763,     -0.1015735682,      -11.55282022
          0,           0,         260,      -8.473447015,      -7.327368237,       -7.74775637,     -0.1064668067,      -11.55617839
          0,           0,         261,      -8.480541504,      -7.330101667,      -7.745201168,     -0.1113112705,      -11.55956432
          0,           0,         262,      -8.485942021,      -7.333308298,      -7.742909878,     -0.1161631883,      -11.56296719
          0,           0,         263,      -8.489477658,      -7.336976215,      -7.740915099,     -0.1209779028,      -11.56637497
          0,           0,         264,      -8.491036517,      -7.341089897,      -7.739249919,     -0.1257157562,      -11.56977462
          0,           0,         265,      -8.490578498,      -7.345630119,      -7.737947303,     -0.1304758448,      -11.57315234
          0,           0,         266,      -8.488141043,      -7.350573855,      -7.737039677,      -0.135204028,      -11.57649375
          0,           0,         267,      -8.483836509,      -7.355894249,      -7.736558607,     -0.1398780221,      -11.57978416
          0,           0,         268,      -8.477842121,      -7.361560459,      -7.736534188,     -0.1445112837,      -11.58300874
          0,           0,         269,       -8.47038509,      -7.367537409,      -7.736995417,     -0.1491635926,      -11.58615286
          0,           0,         270,      -8.461723131,      -7.373786153,      -7.737970105,     -0.1537668565,      -11.58920217
          0,           0,         271,      -8.452126614,      -7.380263708,      -7.739483885,     -0.1583101156,      -11.59214289
          0,           0,         272,      -8.441863128,      -7.386923171,       -7.74155837,     -0.1628882676,       -11.5949619
          0,           0,         273,      -8.431186076,      -7.393713959,      -7.744213946,     -0.1674247438,      -11.59764692
          0,           0,         274,      -8.420327905,      -7.400582252,      -7.747468489,     -0.1719139184,      -11.60018665
          0,           0,         275,      -8.409491933,      -7.407470723,      -7.751336698,     -0.1763696368,      -11.60257086
          0,           0,         276,      -8.398856101,      -7.414319979,      -7.755829528,     -0.1808538935,      -11.60479045
          0,           0,         277,      -8.388571261,       -7.42106901,       -7.76095399,      -0.185269242,      -11.60683747
          0,           0,         278,      -8.378763113,        -7.4276562,      -7.766712626,     -0.1896498911,      -11.60870512
          0,           0,         279,      -8.369535136,      -7.434020493,      -7.773102765,     -0.1940772377,       -11.6103878
          0,           0,         280,      -8.360971517,      -7.440102719,      -7.780115644,     -0.1984461267,      -11.61188101
          0,           0,         281,      -8.353140052,      -7.445847048,      -7.787735278,     -0.2027704034,      -11.61318136
